id,crop,state,report_week,growth_stage,pests,diseases,pest_or_disease,weather_condition,advisories,evidence_count,confidence,sowing_status,harvest_status,statistics
46362,Lentil (Masur),Chhattisgarh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Lentil (Masur) is 100% harvested in Chhattisgarh.,Lentil (Masur) in Chhattisgarh has 40% harvested.",
46371,Lentil (Masur),Madhya Pradesh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) in Madhya Pradesh has 95% harvested.,
46376,Lentil (Masur),Tamil Nadu,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) is 100% harvested in Tamil Nadu.,
46381,Lentil (Masur),Uttar Pradesh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) is 100% harvested in Uttar Pradesh.,
46386,Lentil (Masur),West Bengal,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) is 100% harvested in West Bengal.,
46392,Maize,Andhra Pradesh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Andhra Pradesh has 43% harvested.,
46400,Maize,Bihar,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Bihar has 53% harvested.,
46406,Maize,Chhattisgarh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"| h        | Other Pulses $             | 16.73               |                           20.57 |              99.00 | Harvesting has been almost completed.                                                                                                                                                      |,| 4        | Shri Anna & Coarse cereals | 55.33               |                           60.93 |              81.58 | Overall around 82% area has been harvested mainly in Jowar (91%), Maize (73%), Barley (84%), etc has already been harvested.                                                               |",
46416,Maize,Gujarat,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Gujarat has 85% harvested.,
46427,Maize,Karnataka,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Karnataka has 85% harvested.,
46435,Maize,Madhya Pradesh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Madhya Pradesh has 77% harvested.,
46448,Maize,Maharashtra,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Maize in Maharashtra has 98% harvested.,Maize in Maharashtra has 95% harvested.",
46460,Maize,Rajasthan,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Rajasthan has 90% harvested.,
46468,Maize,Tamil Nadu,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Tamil Nadu has 97% harvested.,
46473,Maize,Telangana,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Telangana has 94% harvested.,
46479,Maize,Uttar Pradesh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Uttar Pradesh has 75% harvested.,
46487,Maize,West Bengal,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in West Bengal has 60% harvested.,
46520,Oilseeds,Bihar,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,"| g   | Other Oilseeds     |    0.00 |    0.40 |   95.82 | Harvesting is going on in a full swing.                                                                                                                                             |
|     | Total Crops        |  637.81 |  680.18 |   81.69 |                                                                                                                                                                                     |
Source: Crops Division, DoA&amp;FW.",
46539,Oilseeds,Rajasthan,2026-04-20,Sowing,None Reported,None Reported,None Reported,,,1,0.9," Rice : About 30.64 lakh ha area coverage under Summer Rice has been reported as compared to 32.31 lakh ha during the corresponding period of last year.
-
Pulses :  About 15.47 lakh ha area coverage has been reported compared to 13.49 lakh ha during the corresponding period of last year.
-
Oilseeds :  About 9.14 lakh ha area coverage has been reported compared to 7.65 lakh ha during the corresponding period of last year.
| Progress of Area coverage under Summer crops as on 17.04.2026 hectare)   | Progress of Area coverage under Summer crops as on 17.04.2026 hectare)   | Progress of Area coverage under Summer crops as on 17.04.2026 hectare)   | Progress of Area coverage under Summer crops as on 17.04.2026 hectare)   | Progress of Area coverage under Summer crops as on 17.04.2026 hectare)   | Progress of Area coverage under Summer crops as on 17.04.2026 hectare)   | Progress of Area coverage under Summer crops as on 17.04.2026 hectare)   |
|--------------------------------------------------------------------------|--------------------------------------------------------------------------|--------------------------------------------------------------------------|--------------------------------------------------------------------------|--------------------------------------------------------------------------|--------------------------------------------------------------------------|--------------------------------------------------------------------------|
| Sl. No.                                                                  | Crops                                                                    | Normal Summer Area (DES)*                                                | Final Summer Area 2025                                                   | Area Sown                                                                | Area Sown                                                                | (In lakh Increase/ Decrease over corresponding period of Last year       |
| Sl. No.                                                                  | Crops                                                                    | Normal Summer Area (DES)*                                                | Final Summer Area 2025                                                   | Current Year (2026)                                                      | Corresponding period of Last Year (2025)                                 | (In lakh Increase/ Decrease over corresponding period of Last year       |
| 1                                                                        | Rice                                                                     | 31.49                                                                    | 33.28                                                                    | 30.64                                                                    | 32.31                                                                    |
1.66                                                                    |
| 2                                                                        | Pulses                                                                   | 23.40                                                                    | 27.07                                                                    | 15.47                                                                    | 13.49                                                                    | 1.99                                                                     |
| a                                                                        | Greengram                                                                | 20.44                                                                    | 23.49                                                                    | 11.73                                                                    | 10.69                                                                    | 1.04                                                                     |
| b                                                                        | Blackgram                                                                | 2.96                                                                     | 3.58                                                                     | 3.45                                                                     | 2.61                                                                     | 0.83                                                                     |
| c                                                                        | Other Pulses                                                             | 0.00                                                                     |
| 0.30                                                                     | 0.18                                                                     | 0.11                                                                     |
| 3                                                                        | Shree Anna cum Coarse Cereals                                            | 12.08                                                                    | 14.06                                                                    | 13.81                                                                    | 12.70                                                                    | 1.10                                                                     |
| a                                                                        | Jowar                                                                    | 0.34                                                                     | 0.36                                                                     | 0.37                                                                     | 0.36                                                                     | 0.01                                                                     |
| b                                                                        | Bajra                                                                    | 4.43                                                                     | 5.20                                                                     | 4.74                                                                     | 4.30                                                                     | 0.43                                                                     |
| c                                                                        | Ragi                                                                     | 0.31                                                                     |
| 0.21                                                                     | 0.16                                                                     | 0.05                                                                     |
| d                                                                        | Small Millets                                                            | 0.02                                                                     |
| 0.03                                                                     | 0.03                                                                     | 0.00                                                                     |
| e                                                                        | Maize                                                                    | 6.98                                                                     | 8.50                                                                     | 8.46                                                                     | 7.85                                                                     | 0.61                                                                     |
| 4                                                                        | Oilseeds                                                                 | 8.40                                                                     | 9.51                                                                     | 9.14                                                                     | 7.65                                                                     | 1.49                                                                     |
| a                                                                        | Groundnut                                                                | 3.40                                                                     | 4.20                                                                     | 5.51                                                                     | 4.20                                                                     | 1.31                                                                     |
| b                                                                        | Sunflower                                                                | 0.34                                                                     | 0.35                                                                     | 0.39                                                                     | 0.35                                                                     | 0.04                                                                     |
| c                                                                        | Sesamum                                                                  | 4.66                                                                     | 4.96                                                                     | 3.18                                                                     | 3.03                                                                     | 0.15                                                                     |
| d                                                                        | Other Oilseeds                                                           | 0.00                                                                     |
| 0.06                                                                     | 0.06                                                                     |
0.01                                                                    |
| Total                                                                    | Total                                                                    | 75.37                                                                    | 83.92                                                                    | 69.06                                                                    | 66.14                                                                    | 2.92                                                                     |
Source: Crops Division, DoA&amp;FW, MoA&amp;FW",,
46551,Rice,All India,2026-04-20,Sowing,As On 17.04.2026,None Reported,As On 17.04.2026,,,2,0.9," As on April 17, 2026, the area sown under summer crops is 69.06 lakh ha as compared to 66.14 lakh ha during the corresponding period of last year.  Of this, area of 30.64 lakh ha has been sown under Rice this year.
-","As on 17.04.2026, 81.69% of area has been harvested for Rabi crops all over India. Approximately 97% area  of  Pulses  mainly  in  Gram  (98%),  Urdbean  (98%)  &amp;  Moong  (82%);  98.41%  area  of  Oilseeds majorly  in  Rapeseed  &amp; Mustard  (100%); 81.58%  area of  Shri  Anna cum  Coarse Cereals  majorly in Jowar  (91.44%),  47.89%  area  of  Rice  and  75.00%  area  of  Wheat  has  been  harvested  for  rabi  crops 2025-26.",
46561,Rice,Andhra Pradesh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Andhra Pradesh has 45% harvested.,
46576,Rice,Kerala,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Kerala has 95% harvested.,
46590,Rice,Tamil Nadu,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Tamil Nadu has 89% harvested.,
46597,Rice,Telangana,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Telangana has 25% harvested.,
46606,Rice,Tripura,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Tripura has 60% harvested.,
46616,Sesame (Sesamum),Bihar,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sesame (Sesamum) is 100% harvested in Bihar.,
46621,Sesame (Sesamum),Chhattisgarh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sesame (Sesamum) is 100% harvested in Chhattisgarh.,
46632,Sesame (Sesamum),Maharashtra,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sesame (Sesamum) in Maharashtra has 90% harvested.,
46637,Sesame (Sesamum),Odisha,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sesame (Sesamum) is 100% harvested in Odisha.,
46644,Sesame (Sesamum),Tamil Nadu,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sesame (Sesamum) in Tamil Nadu has 40% harvested.,
46659,Sorghum (Jowar),Andhra Pradesh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Andhra Pradesh has 35% harvested.,
46664,Sorghum (Jowar),Gujarat,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) is 100% harvested in Gujarat.,
46672,Sorghum (Jowar),Karnataka,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Karnataka has 97% harvested.,
46680,Sorghum (Jowar),Maharashtra,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Maharashtra has 95% harvested.,
46688,Sorghum (Jowar),Tamil Nadu,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Tamil Nadu has 90% harvested.,
46696,Sorghum (Jowar),Telangana,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Telangana has 40% harvested.,
46713,Sunflower,Karnataka,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sunflower is 100% harvested in Karnataka.,
46716,Sunflower,Maharashtra,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sunflower is 100% harvested in Maharashtra.,
46723,Sunflower,Tamil Nadu,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sunflower is 100% harvested in Tamil Nadu.,
46724,Sunflower,Telangana,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sunflower in Telangana has 70% harvested.,
46728,Wheat,Bihar,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Wheat in Bihar has 55% harvested.,
46736,Wheat,Haryana,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Wheat in Haryana has 65% harvested.,
46750,Wheat,Punjab,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Wheat in Punjab has 30% harvested.,
46757,Wheat,Rajasthan,2026-04-20,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,
46759,Wheat,Uttar Pradesh,2026-04-20,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Wheat in Uttar Pradesh has 70% harvested.,
46138,Bengal Gram (Gram/Chickpea),Andhra Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) is 100% harvested in Andhra Pradesh.,
46143,Bengal Gram (Gram/Chickpea),Chhattisgarh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) is 100% harvested in Chhattisgarh.,
46148,Bengal Gram (Gram/Chickpea),Gujarat,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) is 100% harvested in Gujarat.,
46154,Bengal Gram (Gram/Chickpea),Karnataka,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) in Karnataka has 85% harvested.,
46159,Bengal Gram (Gram/Chickpea),Madhya Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) in Madhya Pradesh has 70% harvested.,
46165,Bengal Gram (Gram/Chickpea),Maharashtra,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) is 100% harvested in Maharashtra.,
46178,Bengal Gram (Gram/Chickpea),Rajasthan,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) in Rajasthan has 70% harvested.,
46181,Bengal Gram (Gram/Chickpea),Telangana,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) is 100% harvested in Telangana.,
46186,Bengal Gram (Gram/Chickpea),Uttar Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) in Uttar Pradesh has 60% harvested.,
46189,Bengal Gram (Gram/Chickpea),West Bengal,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Bengal Gram (Gram/Chickpea) is 100% harvested in West Bengal.,
46242,Crop,Odisha,2026-04-13,Active Growth,Bihar; Chhattisgarh; Jharkhand; North Coastal Andhra Pradesh,None Reported,Bihar; Chhattisgarh; Jharkhand; North Coastal Andhra Pradesh,,,1,0.9,,,
46267,Green Gram (Moong),Andhra Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Green Gram (Moong) in Andhra Pradesh has 85% harvested.,
46274,Green Gram (Moong),Chhattisgarh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Green Gram (Moong) in Chhattisgarh has 10% harvested.,
46279,Green Gram (Moong),Tamil Nadu,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Green Gram (Moong) in Tamil Nadu has 90% harvested.,
46282,Green Gram (Moong),Telangana,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,"| 3        | Pulses                     |              140.42 |                         139.55 |              91.00 | Overall around 91% area has been harvested mainly in Gram (92%), Lentil (82%), Urdbean (94%), Moongbean (71%), etc has already been harvested.                                                                      |",
46289,Groundnut,Andhra Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Groundnut in Andhra Pradesh has 35% harvested.,Groundnut in Andhra Pradesh has 47% harvested.",
46302,Groundnut,Karnataka,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Groundnut in Karnataka has 20% harvested.,Groundnut in Karnataka has 92% harvested.",
46313,Groundnut,Madhya Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,"| 5        | Oilseeds                   |               86.78 |                          97.19 |              97.63 | Overall around 98% area has been harvested mainly in Rapeseed & Mustard (99.99%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.                                 |",
46321,Groundnut,Tamil Nadu,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Groundnut in Tamil Nadu has 55% harvested.,
46329,Groundnut,Telangana,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Groundnut in Telangana has 90% harvested.,Groundnut in Telangana has 30% harvested.",
46346,Lentil (Masur),Andhra Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) in Andhra Pradesh has 90% harvested.,
46351,Lentil (Masur),Assam,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) is 100% harvested in Assam.,
46356,Lentil (Masur),Bihar,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) in Bihar has 50% harvested.,
46361,Lentil (Masur),Chhattisgarh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Lentil (Masur) is 100% harvested in Chhattisgarh.,Lentil (Masur) in Chhattisgarh has 40% harvested.",
46370,Lentil (Masur),Madhya Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) in Madhya Pradesh has 75% harvested.,
46375,Lentil (Masur),Tamil Nadu,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) is 100% harvested in Tamil Nadu.,
46380,Lentil (Masur),Uttar Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) in Uttar Pradesh has 60% harvested.,
46385,Lentil (Masur),West Bengal,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Lentil (Masur) is 100% harvested in West Bengal.,
46391,Maize,Andhra Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Andhra Pradesh has 25% harvested.,
46399,Maize,Bihar,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Bihar has 45% harvested.,
46405,Maize,Chhattisgarh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"| h        | Other Pulses $             |               16.73 |                          20.57 |              95.00 | Harvesting is going on in a full swing.                                                                                                                                                                             |,| 4        | Shri Anna & Coarse cereals |               55.33 |                          60.93 |              71.52 | Overall around 72% area has been harvested mainly in Jowar (84%), Maize (64%), Barley (67%), etc has already been harvested.                                                                                        |",
46415,Maize,Gujarat,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Gujarat has 75% harvested.,
46426,Maize,Karnataka,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Karnataka has 75% harvested.,
46434,Maize,Madhya Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Madhya Pradesh has 49% harvested.,
46447,Maize,Maharashtra,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Maize in Maharashtra has 85% harvested.,Maize in Maharashtra has 87% harvested.",
46459,Maize,Rajasthan,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Rajasthan has 53% harvested.,
46467,Maize,Tamil Nadu,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Tamil Nadu has 92% harvested.,
46472,Maize,Telangana,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Telangana has 92% harvested.,
46478,Maize,Uttar Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in Uttar Pradesh has 55% harvested.,
46486,Maize,West Bengal,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Maize in West Bengal has 55% harvested.,
46489,Mustard,Andhra Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Mustard is 100% harvested in Andhra Pradesh.,
46519,Oilseeds,Bihar,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,"| g   | Other Oilseeds |   0.00 |   0.40 |   95.82 | Harvesting is going on in afull swing.                                                                          |
|     | Total Crops    | 637.81 | 680.18 |   73.83 |                                                                                                                 |
Source: Crop Division, DoA&amp;FW.",
46531,Oilseeds,Odisha,2026-04-13,Sowing,None Reported,None Reported,None Reported,,,1,0.9," Rice : About 30.59 lakh ha area coverage under Summer Rice has been reported as compared to 32.30 lakh ha during the corresponding period of last year.
-
Pulses :  About 11.54 lakh ha area coverage has been reported compared to 10.71 lakh ha during the corresponding period of last year.
-
Oilseeds :  About 8.31 lakh ha area coverage has been reported compared to 7.62 lakh ha during the corresponding period of last year.
| Progress of Area coverage under Summer crops as on 10.04.2026   | Progress of Area coverage under Summer crops as on 10.04.2026   | Progress of Area coverage under Summer crops as on 10.04.2026   | Progress of Area coverage under Summer crops as on 10.04.2026   | Progress of Area coverage under Summer crops as on 10.04.2026   | Progress of Area coverage under Summer crops as on 10.04.2026   | Progress of Area coverage under Summer crops as on 10.04.2026               |
|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------|-----------------------------------------------------------------------------|
| Sl. No.                                                         |                                                                 | Normal Summer Area (DES)*                                       | Final Summer Area 2025                                          | Area Sown                                                       | Area Sown                                                       | (In lakh hectare) Increase/ Decrease over corresponding period of Last year |
| Sl. No.                                                         | Crops                                                           | Normal Summer Area (DES)*                                       | Final Summer Area 2025                                          | Current Year (2026)                                             | Corresponding period of Last Year (2025)                        | (In lakh hectare) Increase/ Decrease over corresponding period of Last year |
| 1                                                               | Rice                                                            | 31.49                                                           | 33.28                                                           | 30.59                                                           | 32.30                                                           |
1.72                                                                       |
| 2                                                               | Pulses                                                          | 23.40                                                           | 27.07                                                           | 11.54                                                           | 10.71                                                           | 0.83                                                                        |
| a                                                               | Greengram                                                       | 20.44                                                           | 23.49                                                           | 8.47                                                            | 8.15                                                            | 0.33                                                                        |
| b                                                               | Blackgram                                                       | 2.96                                                            | 3.58                                                            | 2.78                                                            | 2.38                                                            | 0.40                                                                        |
| c                                                               | Other Pulses                                                    | 0.00                                                            |
| 0.29                                                            | 0.18                                                            | 0.11                                                                        |
| 3                                                               | Shree Anna cum Coarse Cereals                                   | 12.08                                                           | 14.06                                                           | 13.67                                                           | 12.70                                                           | 0.97                                                                        |
| a                                                               | Jowar                                                           | 0.34                                                            | 0.36                                                            | 0.37                                                            | 0.36                                                            | 0.01                                                                        |
| b                                                               | Bajra                                                           | 4.43                                                            | 5.20                                                            | 4.60                                                            | 4.30                                                            | 0.30                                                                        |
| c                                                               | Ragi                                                            | 0.31                                                            |
| 0.21                                                            | 0.16                                                            | 0.05                                                                        |
| d                                                               | Small Millets                                                   | 0.02                                                            |
| 0.03                                                            | 0.03                                                            | 0.00                                                                        |
| e                                                               | Maize                                                           | 6.98                                                            | 8.50                                                            | 8.46                                                            | 7.85                                                            | 0.61                                                                        |
| 4                                                               | Oilseeds                                                        | 8.40                                                            | 9.51                                                            | 8.31                                                            | 7.62                                                            | 0.69                                                                        |
| a                                                               | Groundnut                                                       | 3.40                                                            | 4.20                                                            | 4.77                                                            | 4.20                                                            | 0.57                                                                        |
| b                                                               | Sunflower                                                       | 0.34                                                            | 0.35                                                            | 0.39                                                            | 0.35                                                            | 0.03                                                                        |
| c                                                               | Sesamum                                                         | 4.66                                                            | 4.96                                                            | 3.09                                                            | 3.00                                                            | 0.10                                                                        |
| d                                                               | Other Oilseeds                                                  | 0.00                                                            |
| 0.05                                                            | 0.06                                                            |
0.01                                                                       |
| Total                                                           | Total                                                           | 75.37                                                           | 83.92                                                           | 64.10                                                           | 63.33                                                           | 0.77                                                                        |
Source: Crop Division, DoA&amp;FW, MoA&amp;FW",,
46550,Rice,All India,2026-04-13,Sowing,As On 27.03.2026,None Reported,As On 27.03.2026,,,2,0.9," As on April 10, 2026, the area sown under summer crops is 64.10 lakh ha as compared to 63.33 lakh ha during the corresponding period of last year.  Of this, area of 30.59 lakh ha has been sown under Rice this year.
-","As on 27.03.2026, 32.26% of area has been harvested for Rabi crops all over India. Approximately 67% area  of  Pulses  mainly  in  Gram  (66%),  Urdbean  (86%)  &amp;  Moong  (63%);  71.56%  area  of  Oilseeds majorly in Rapeseed &amp; Mustard (75.53%); 38.31% area of Shri Anna cum Coarse Cereals majorly in Jowar (54.47%), 25.57% area of Rice and 6.00% area of Wheat  has been harvested for Rabi crops 2025-26.",
46560,Rice,Andhra Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Andhra Pradesh has 40% harvested.,
46575,Rice,Kerala,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Kerala has 90% harvested.,
46589,Rice,Tamil Nadu,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Tamil Nadu has 86% harvested.,
46596,Rice,Telangana,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Telangana has 15% harvested.,
46605,Rice,Tripura,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Rice in Tripura has 55% harvested.,
46615,Sesame (Sesamum),Bihar,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sesame (Sesamum) is 100% harvested in Bihar.,
46620,Sesame (Sesamum),Chhattisgarh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sesame (Sesamum) is 100% harvested in Chhattisgarh.,
46631,Sesame (Sesamum),Maharashtra,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,2,0.9,,"Sesame (Sesamum) in Maharashtra has 90% harvested.,Sesame (Sesamum) is 100% harvested in Maharashtra.",
46636,Sesame (Sesamum),Odisha,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sesame (Sesamum) is 100% harvested in Odisha.,
46643,Sesame (Sesamum),Tamil Nadu,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,2,0.8,,Sesame (Sesamum) in Tamil Nadu has 40% harvested.,
46658,Sorghum (Jowar),Andhra Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Andhra Pradesh has 29% harvested.,
46671,Sorghum (Jowar),Karnataka,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Karnataka has 95% harvested.,
46679,Sorghum (Jowar),Maharashtra,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Maharashtra has 85% harvested.,
46687,Sorghum (Jowar),Tamil Nadu,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Tamil Nadu has 90% harvested.,
46695,Sorghum (Jowar),Telangana,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sorghum (Jowar) in Telangana has 35% harvested.,
46712,Sunflower,Karnataka,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sunflower is 100% harvested in Karnataka.,
46715,Sunflower,Maharashtra,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sunflower in Maharashtra has 90% harvested.,
46722,Sunflower,Tamil Nadu,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Sunflower in Tamil Nadu has 97% harvested.,
46727,Wheat,Bihar,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Wheat in Bihar has 40% harvested.,
46735,Wheat,Haryana,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Wheat in Haryana has 45% harvested.,
46743,Wheat,Madhya Pradesh,2026-04-13,Harvesting,None Reported,None Reported,None Reported,,,1,0.9,,Wheat in Madhya Pradesh has 80% harvested.,
46747,Wheat,Odisha,2026-04-13,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,(Area in lakh ha.) ---------- ---------------------------- --------------------- -------------------------------- -------------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
