id,crop,state,district,report_date,report_week,growth_stage,pest,disease,weather_condition,advisory,page_number,source_pdf,confidence,original_text,source_method,pipeline_version,dictionary_version,chunk_id,verification_status
776,Oilseeds,West Bengal,State-wide,2026-05-04,5,Sowing,None,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9," Rice : About 31.05 lakh ha area coverage under Summer Rice has been reported as compared to 32.42 lakh ha during the corresponding period of last year.
-
Pulses : About 23.49 lakh ha area coverage has been reported compared to 22.76 lakh ha during the corresponding period of last year.
-
Oilseeds : About 11.04 lakh ha area coverage has been reported compared to 9.58 lakh ha during the corresponding period of last year. Progress of Area coverage under Summer crops as on 01.05.2026 Progress of Area coverage under Summer crops as on 01.05.2026 Progress of Area coverage under Summer crops as on 01.05.2026 Progress of Area coverage under Summer crops as on 01.05.2026 Progress of Area coverage under Summer crops as on 01.05.2026 Progress of Area coverage under Summer crops as on 01.05.2026 Progress of Area coverage under Summer crops as on 01.05.2026 ----------------------------------------------------------------- ----------------------------------------------------------------- ----------------------------------------------------------------- ----------------------------------------------------------------- ----------------------------------------------------------------- ----------------------------------------------------------------- ------------------------------------------------------------------------------ Sl. No. Crops Normal Summer Area (DES)* Final Summer Area 2025 Area Sown Area Sown ( In lakh hectare) Increase/ Decrease over corresponding period of Last year Sl. No. Crops Normal Summer Area (DES)* Final Summer Area 2025 Current Year (2026) Corresponding period of Last Year (2025) ( In lakh hectare) Increase/ Decrease over corresponding period of Last year 1 Rice 31.49 33.28 31.05 32.42 1.36 2 Pulses 23.40 27.07 23.49 22.76 0.73 a Greengram 20.44 23.49 18.99 19.00 0.01 b Blackgram 2.96 3.26 4.20 3.58 0.62 c Other Pulses 0.00 0.30 0.19 0.11 3 Shree Anna cum Coarse Cereals 12.08 14.06 16.01 14.25 1.77 a Jowar 0.34 0.36 0.37 0.36 0.01 b Bajra 4.43 5.20 5.40 5.20 0.20 c Ragi 0.31 0.22 0.16 0.06 d Small Millets 0.02 0.03 0.03 0.00 e Maize 6.98 8.50 10.00 8.50 1.50 4 Oilseeds 8.40 9.51 11.04 9.58 1.47 a Groundnut 3.40 4.20 5.51 4.20 1.31 b Sunflower 0.34 0.35 0.39 0.35 0.04 ------------------------------------------------------------------------------ ------------------------------------------------------------------------------ ------------------------------------------------------------------------------ ------------------------------------------------------------------------------ ------------------------------------------------------------------------------ ------------------------------------------------------------------------------ ------------------------------------------------------------------------------ c Sesamum 4.66 4.96 5.07 4.96 0.11 d Other Oilseeds 0.00 0.07 0.06 0.00 Total Total 75.37 83.92 81.59 79.00 2.60 * Normal area from 2022-23 to 2024-25. Source: Crop Division, DoA&FW, MoA&FW * Normal area from 2022-23 to 2024-25. Source: Crop Division, DoA&FW, MoA&FW * Normal area from 2022-23 to 2024-25. Source: Crop Division, DoA&FW, MoA&FW * Normal area from 2022-23 to 2024-25. Source: Crop Division, DoA&FW, MoA&FW * Normal area from 2022-23 to 2024-25. Source: Crop Division, DoA&FW, MoA&FW * Normal area from 2022-23 to 2024-25. Source: Crop Division, DoA&FW, MoA&FW * Normal area from 2022-23 to 2024-25. Source: Crop Division, DoA&FW, MoA&FW",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c6,VERIFIED
777,Wheat,West Bengal,State-wide,2026-05-04,5,Active Growth,None,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.7,(Area in lakh ha.) ---------- ---------------------------- --------------------- -------------------------------- -------------------- -------------------------------------------------------------------------------------------------------------------------------------------------------,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c7,VERIFIED
778,Wheat,Bihar,State-wide,2026-05-04,5,Harvesting,Wheat In Bihar Has 98% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Wheat in Bihar has 98% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c8,VERIFIED
779,Wheat,Jharkhand,State-wide,2026-05-04,5,Harvesting,Wheat In Jharkhand Has 98% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Wheat in Jharkhand has 98% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c9,VERIFIED
780,Wheat,Uttarakhand,State-wide,2026-05-04,5,Harvesting,Wheat In Uttarakhand Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Wheat in Uttarakhand has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c10,VERIFIED
781,Rice,Tamil Nadu,State-wide,2026-05-04,5,Harvesting,Rice In Tamil Nadu Has 88% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Rice in Tamil Nadu has 88% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c11,VERIFIED
782,Rice,Kerala,State-wide,2026-05-04,5,Harvesting,Rice In Kerala Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Rice in Kerala has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c12,VERIFIED
783,Rice,Tripura,State-wide,2026-05-04,5,Harvesting,Rice In Tripura Has 80% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Rice in Tripura has 80% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c13,VERIFIED
784,Rice,Andhra Pradesh,State-wide,2026-05-04,5,Harvesting,Rice In Andhra Pradesh Has 65% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Rice in Andhra Pradesh has 65% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c14,VERIFIED
785,Rice,Telangana,State-wide,2026-05-04,5,Harvesting,Rice In Telangana Has 40% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Rice in Telangana has 40% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c15,VERIFIED
786,Maize,Telangana,State-wide,2026-05-04,5,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,3 Pulses 140.42 139.55 100.00 100% Harvesting has been completed in all states. a Gram 100.99 96.20 100.00 100% Harvesting has been completed in all states. b Lentil 15.13 18.12 100.00 100% Harvesting has been completed in all states. e Urdbean * 6.16 6.06 100.00 100% Harvesting has been completed in all states. f Moongbean * 1.41 0.99 100.00 100% Harvesting has been completed in all states. h Other Pulses $ 16.73 20.57 100.00 100% Harvesting has been completed in all states.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c16,VERIFIED
787,Maize,Telangana,State-wide,2026-05-04,5,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,"4 Shri Anna & Coarse cereals 55.33 60.93 96.22 Overall around 82% area has been harvested mainly in Jowar (98%), Maize (93%), Barley (84%), etc has already been harvested.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c17,VERIFIED
788,Sorghum (Jowar),Karnataka,State-wide,2026-05-04,5,Harvesting,Sorghum (Jowar) Is 100% Harvested In Karnataka,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Sorghum (Jowar) is 100% harvested in Karnataka.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c18,VERIFIED
789,Sorghum (Jowar),Maharashtra,State-wide,2026-05-04,5,Harvesting,Sorghum (Jowar) Is 100% Harvested In Maharashtra,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Sorghum (Jowar) is 100% harvested in Maharashtra.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c19,VERIFIED
790,Sorghum (Jowar),Tamil Nadu,State-wide,2026-05-04,5,Harvesting,Sorghum (Jowar) Is 100% Harvested In Tamil Nadu,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Sorghum (Jowar) is 100% harvested in Tamil Nadu.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c20,VERIFIED
791,Sorghum (Jowar),Gujarat,State-wide,2026-05-04,5,Harvesting,Sorghum (Jowar) Is 100% Harvested In Gujarat,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Sorghum (Jowar) is 100% harvested in Gujarat.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c21,VERIFIED
792,Sorghum (Jowar),Telangana,State-wide,2026-05-04,5,Harvesting,Sorghum (Jowar) In Telangana Has 89% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Sorghum (Jowar) in Telangana has 89% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c22,VERIFIED
793,Sorghum (Jowar),Andhra Pradesh,State-wide,2026-05-04,5,Harvesting,Sorghum (Jowar) In Andhra Pradesh Has 77% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Sorghum (Jowar) in Andhra Pradesh has 77% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c23,VERIFIED
794,Maize,Karnataka,State-wide,2026-05-04,5,Harvesting,Maize Is 100% Harvested In Karnataka,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize is 100% harvested in Karnataka.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c24,VERIFIED
795,Maize,Maharashtra,State-wide,2026-05-04,5,Harvesting,Maize Is 100% Harvested In Maharashtra,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize is 100% harvested in Maharashtra.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c25,VERIFIED
796,Maize,Gujarat,State-wide,2026-05-04,5,Harvesting,Maize Is 100% Harvested In Gujarat,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize is 100% harvested in Gujarat.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c26,VERIFIED
797,Maize,Andhra Pradesh,State-wide,2026-05-04,5,Harvesting,Maize In Andhra Pradesh Has 75% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize in Andhra Pradesh has 75% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c27,VERIFIED
798,Maize,Bihar,State-wide,2026-05-04,5,Harvesting,Maize In Bihar Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize in Bihar has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c28,VERIFIED
799,Maize,Chhattisgarh,State-wide,2026-05-04,5,Harvesting,Maize In Chhattisgarh Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize in Chhattisgarh has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c29,VERIFIED
800,Maize,Haryana,State-wide,2026-05-04,5,Harvesting,Maize Is 100% Harvested In Haryana,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize is 100% harvested in Haryana.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c31,VERIFIED
801,Maize,Rajasthan,State-wide,2026-05-04,5,Harvesting,Maize Is 100% Harvested In Rajasthan,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize is 100% harvested in Rajasthan.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c32,VERIFIED
802,Maize,Bihar,State-wide,2026-05-04,5,Harvesting,Maize Is 100% Harvested In Bihar,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize is 100% harvested in Bihar.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c33,VERIFIED
803,Maize,Madhya Pradesh,State-wide,2026-05-04,5,Harvesting,Maize Is 100% Harvested In Madhya Pradesh,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize is 100% harvested in Madhya Pradesh.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c34,VERIFIED
804,Maize,Chhattisgarh,State-wide,2026-05-04,5,Harvesting,Maize Is 100% Harvested In Chhattisgarh,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize is 100% harvested in Chhattisgarh.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c35,VERIFIED
805,Maize,Punjab,State-wide,2026-05-04,5,Harvesting,Maize In Punjab Has 97% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize in Punjab has 97% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c36,VERIFIED
806,Maize,Uttar Pradesh,State-wide,2026-05-04,5,Harvesting,Maize In Uttar Pradesh Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Maize in Uttar Pradesh has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c37,VERIFIED
807,Groundnut,Uttar Pradesh,State-wide,2026-05-04,5,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,"5 Oilseeds 86.78 97.19 99.87 Overall around 98% area has been harvested mainly in Rapeseed & Mustard (100%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c38,VERIFIED
808,Groundnut,Uttar Pradesh,State-wide,2026-05-04,5,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,----- -------------------- --------- --------- --------- ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- a Rapeseed & Mustard 79.17 89.36 100.00 100% harvested in all states.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c39,VERIFIED
809,Groundnut,Odisha,State-wide,2026-05-04,5,Harvesting,Groundnut Is 100% Harvested In Odisha,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Groundnut is 100% harvested in Odisha.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c40,VERIFIED
810,Groundnut,Karnataka,State-wide,2026-05-04,5,Harvesting,Groundnut Is 100% Harvested In Karnataka,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Groundnut is 100% harvested in Karnataka.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c41,VERIFIED
811,Groundnut,Andhra Pradesh,State-wide,2026-05-04,5,Harvesting,Groundnut Is 100% Harvested In Andhra Pradesh,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Groundnut is 100% harvested in Andhra Pradesh.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c42,VERIFIED
812,Groundnut,Kerala,State-wide,2026-05-04,5,Harvesting,Groundnut Is 100% Harvested In Kerala,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Groundnut is 100% harvested in Kerala.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c43,VERIFIED
813,Groundnut,West Bengal,State-wide,2026-05-04,5,Harvesting,Groundnut Is 100% Harvested In West Bengal,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Groundnut is 100% harvested in West Bengal.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c44,VERIFIED
814,Groundnut,Bihar,State-wide,2026-05-04,5,Harvesting,Groundnut Is 100% Harvested In Bihar,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Groundnut is 100% harvested in Bihar.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c45,VERIFIED
815,Groundnut,Telangana,State-wide,2026-05-04,5,Harvesting,Groundnut Is 100% Harvested In Telangana,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Groundnut is 100% harvested in Telangana.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c46,VERIFIED
816,Groundnut,Tamil Nadu,State-wide,2026-05-04,5,Harvesting,Groundnut In Tamil Nadu Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Groundnut in Tamil Nadu has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c47,VERIFIED
817,Sesame (Sesamum),Telangana,State-wide,2026-05-04,5,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,d Sunflower * 0.79 0.70 97.63 100% harvested in all states.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c49,VERIFIED
818,Sesame (Sesamum),Tamil Nadu,State-wide,2026-05-04,5,Harvesting,Sesame (Sesamum) Is 100% Harvested In Tamil Nadu,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,Sesame (Sesamum) is 100% harvested in Tamil Nadu.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c50,VERIFIED
819,Oilseeds,Tamil Nadu,State-wide,2026-05-04,5,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 04.05.2026.pdf,0.9,"f Linseed 1.93 1.99 100.00 100% harvested in all states. g Other Oilseeds 0.00 0.40 99.11 Harvesting is going on in afull swing. Total Crops 637.81 680.18 95.25 Source: Crops Division, DoA&amp;FW.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 04.05.2026_p1_c51,VERIFIED
1291,Rice,All India,State-wide,2026-04-27,4,Sowing,None,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9," As on April 24, 2026, the area sown under summer crops is 72.30 lakh ha as compared to 70.19 lakh ha during the corresponding period of last year. Of this, area of 30.68 lakh ha has been sown under Rice this year.
-",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c1,VERIFIED
1292,Rice,All India,State-wide,2026-04-27,4,Harvesting,"As On 24.04.2026, 92.62% Of Area Has Been Harvested For Rabi Crops All Over  India. Approximately 99.58%  Area  Of  Pulses  Mainly  In  Gram  (100%),  Urdbean  (99%)  &Amp;  Moong  (86%);  99.50%  Area  Of Oilseeds  Majorly  In  Rapeseed  &Amp;  Mustard  (100%);  92.43%  Area  Of  Shri  Anna  Cum  Coarse  Cereals Majorly In Jowar (96.97%), 47.89% Area Of Rice And 94.00% Area Of Wheat Has Been Harvested For Rabi Crops 2025-26",None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9,"As on 24.04.2026, 92.62% of area has been harvested for Rabi crops all over India. Approximately 99.58% area of Pulses mainly in Gram (100%), Urdbean (99%) &amp; Moong (86%); 99.50% area of Oilseeds majorly in Rapeseed &amp; Mustard (100%); 92.43% area of Shri Anna cum Coarse Cereals majorly in Jowar (96.97%), 47.89% area of Rice and 94.00% area of Wheat has been harvested for Rabi crops 2025-26.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c2,VERIFIED
1293,Crop,Odisha,State-wide,2026-04-27,4,Active Growth,"Appreciably Above Normal (+3.1 To +5.0°C) Maximum Temperatures Are Likely Over Parts Of Jammu &Amp; Kashmir,  Punjab,  Haryana,  Rajasthan,  Madhya  Pradesh,  Uttar  Pradesh,  Bihar,  Jharkhand,  Odisha, Gangetic West Bengal, Chhattisgarh, Vidarbha, Rayalaseema, Telangana &Amp; Kerala; Normal To Abovenormal Maximum Temperatures Are Likely Over Most Parts Of The Country During The Week",None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9," Appreciably above normal (+3.1 to +5.0°C) maximum temperatures are likely over parts of Jammu &amp; Kashmir, Punjab, Haryana, Rajasthan, Madhya Pradesh, Uttar Pradesh, Bihar, Jharkhand, Odisha, Gangetic West Bengal, Chhattisgarh, Vidarbha, Rayalaseema, Telangana &amp; Kerala; normal to abovenormal maximum temperatures are likely over most parts of the country during the week.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c3,VERIFIED
1294,Crop,Odisha,State-wide,2026-04-27,4,Active Growth,"Low  Probability  Of  Heatwave  Conditions  Likely  During  Some  Days  Of  The  Week  Over  Rajasthan  &Amp; Adjoining Punjab &Amp; Haryana, Uttar Pradesh, Madhya Pradesh, Chhattisgarh, Odisha, &Amp; Vidarbha. Appreciably Above Normal Maximum Temperatures Are Likely Over Some Parts Of Jammu &Amp; Kashmir, And Above-Normal Maximum Temperatures (+1.6 To +3.0°C) Are Likely Over Most Parts Of Northwest &Amp; Central India, And Many Parts Of The East &Amp; Northeast, And The West Coast Of India. Near-Normal Weekly Maximum Temperatures Are Likely In Isolated Places Over The Rest Of The Country",None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9," Low Probability of Heatwave conditions likely during some days of the week over Rajasthan &amp; adjoining Punjab &amp; Haryana, Uttar Pradesh, Madhya Pradesh, Chhattisgarh, Odisha, &amp; Vidarbha. Appreciably above normal maximum temperatures are likely over some parts of Jammu &amp; Kashmir, and above-normal maximum temperatures (+1.6 to +3.0°C) are likely over most parts of Northwest &amp; Central India, and many parts of the East &amp; Northeast, and the West coast of India. Near-normal weekly maximum temperatures are likely in isolated places over the rest of the country.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c4,VERIFIED
1295,Oilseeds,Odisha,State-wide,2026-04-27,4,Sowing,None,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9," Rice : About 30.68 lakh ha area coverage under Summer Rice has been reported as compared to 32.31 lakh ha during the corresponding period of last year.
-
Pulses : About 17.19 lakh ha area coverage has been reported compared to 15.93 lakh ha during the corresponding period of last year.
-
Oilseeds : About 9.21 lakh ha area coverage has been reported compared to 7.71 lakh ha during the corresponding period of last year. Progress of Area coverage under Summer crops as on 24.04.2026 (In lakh hectare) Progress of Area coverage under Summer crops as on 24.04.2026 (In lakh hectare) Progress of Area coverage under Summer crops as on 24.04.2026 (In lakh hectare) Progress of Area coverage under Summer crops as on 24.04.2026 (In lakh hectare) Progress of Area coverage under Summer crops as on 24.04.2026 (In lakh hectare) Progress of Area coverage under Summer crops as on 24.04.2026 (In lakh hectare) Progress of Area coverage under Summer crops as on 24.04.2026 (In lakh hectare) ----------------------------------------------------------------------------------- ----------------------------------------------------------------------------------- ----------------------------------------------------------------------------------- ----------------------------------------------------------------------------------- ----------------------------------------------------------------------------------- ----------------------------------------------------------------------------------- ----------------------------------------------------------------------------------- Sl. No. Crops Normal Summer Area (DES)* Final Summer Area 2025 Area Sown Area Sown Increase/ Decrease over corresponding period of Last year Sl. No. Crops Normal Summer Area (DES)* Final Summer Area 2025 Current Year (2026) Corresponding period of Last Year (2025) Increase/ Decrease over corresponding period of Last year 1 Rice 31.49 33.28 30.68 32.31 1.63 2 Pulses 23.40 27.07 17.19 15.93 1.26 a Greengram 20.44 23.49 13.17 12.99 0.18 b Blackgram 2.96 3.26 3.72 2.75 0.96 c Other Pulses 0.00 0.30 0.18 0.12 3 Shree Anna cum Coarse Cereals 12.08 14.06 15.21 14.25 0.97 a Jowar 0.34 0.36 0.37 0.36 0.01 b Bajra 4.43 5.20 5.10 5.20 0.10 c Ragi 0.31 0.22 0.16 0.06 d Small Millets 0.02 0.03 0.03 0.00 e Maize 6.98 8.50 9.50 8.50 1.00 4 Oilseeds 8.40 9.51 9.21 7.71 1.50 a Groundnut 3.40 4.20 5.51 4.20 1.31 b Sunflower 0.34 0.35 0.39 0.35 0.04 c Sesamum 4.66 4.96 3.25 3.09 0.16 d Other Oilseeds 0.00 0.06 0.06 0.01 Total Total 75.37 83.92 72.30 70.19 2.11 * Normal area from 2022-23 to 2024-25.
Source: Crop Division, DoA&amp;FW, MoA&amp;FW",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c5,VERIFIED
1296,Wheat,Odisha,State-wide,2026-04-27,4,Active Growth,None,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.7,(Area in lakh ha.) ---------- ---------------------------- --------------------- -------------------------------- -------------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c6,VERIFIED
1297,Wheat,Punjab,State-wide,2026-04-27,4,Harvesting,Wheat In Punjab Has 55% Harvested,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9,Wheat in Punjab has 55% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c7,VERIFIED
1298,Wheat,Haryana,State-wide,2026-04-27,4,Harvesting,Wheat In Haryana Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9,Wheat in Haryana has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c8,VERIFIED
1299,Wheat,Uttar Pradesh,State-wide,2026-04-27,4,Harvesting,Wheat In Uttar Pradesh Has 82% Harvested,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9,Wheat in Uttar Pradesh has 82% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c9,VERIFIED
1300,Wheat,Bihar,State-wide,2026-04-27,4,Harvesting,Wheat In Bihar Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9,Wheat in Bihar has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c10,VERIFIED
1301,Rice,Tamil Nadu,State-wide,2026-04-27,4,Harvesting,Rice In Tamil Nadu Has 88% Harvested,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9,Rice in Tamil Nadu has 88% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c11,VERIFIED
1302,Rice,Kerala,State-wide,2026-04-27,4,Harvesting,Rice In Kerala Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9,Rice in Kerala has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c12,VERIFIED
1303,Rice,Tripura,State-wide,2026-04-27,4,Harvesting,Rice In Tripura Has 60% Harvested,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9,Rice in Tripura has 60% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c13,VERIFIED
1304,Rice,Andhra Pradesh,State-wide,2026-04-27,4,Harvesting,Rice In Andhra Pradesh Has 45% Harvested,None,,,1,Minutes of the meeting of CWWG as on 27.04.2026.pdf,0.9,Rice in Andhra Pradesh has 45% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 27.04.2026_p1_c14,VERIFIED
